,id,station,date,prcp,tobs
46,46,USC00519397,2010-02-22,0.0,67
47,47,USC00519397,2010-02-23,0.0,68
48,48,USC00519397,2010-02-24,0.0,65
49,49,USC00519397,2010-02-25,0.0,76
50,50,USC00519397,2010-02-26,0.0,75
51,51,USC00519397,2010-02-28,0.0,66
52,52,USC00519397,2010-03-01,0.01,70
53,53,USC00519397,2010-03-02,0.0,72
54,54,USC00519397,2010-03-03,0.0,73
55,55,USC00519397,2010-03-04,0.12,70
56,56,USC00519397,2010-03-05,0.08,71
57,57,USC00519397,2010-03-06,0.03,72
58,58,USC00519397,2010-03-07,0.0,72
59,59,USC00519397,2010-03-08,0.43,69
60,60,USC00519397,2010-03-09,0.06,70
61,61,USC00519397,2010-03-11,0.0,73
62,62,USC00519397,2010-03-12,0.0,72
63,63,USC00519397,2010-03-13,0.0,73
64,64,USC00519397,2010-03-14,0.0,70
65,65,USC00519397,2010-03-15,0.06,71
66,66,USC00519397,2010-03-17,0.0,68
67,67,USC00519397,2010-03-18,0.0,70
68,68,USC00519397,2010-03-21,0.0,72
69,69,USC00519397,2010-03-22,0.0,69
70,70,USC00519397,2010-03-23,0.0,68
71,71,USC00519397,2010-03-24,0.0,74
72,72,USC00519397,2010-03-26,0.0,72
73,73,USC00519397,2010-03-27,0.0,72
74,74,USC00519397,2010-03-28,0.0,73
75,75,USC00519397,2010-03-29,0.0,74
76,76,USC00519397,2010-03-30,0.0,73
77,77,USC00519397,2010-03-31,0.0,73
78,78,USC00519397,2010-04-01,0.0,74
79,79,USC00519397,2010-04-02,0.01,74
80,80,USC00519397,2010-04-03,0.17,74
81,81,USC00519397,2010-04-04,0.15,71
82,82,USC00519397,2010-04-05,0.27,72
83,83,USC00519397,2010-04-06,0.01,75
84,84,USC00519397,2010-04-08,0.0,75
85,85,USC00519397,2010-04-09,0.01,75
86,86,USC00519397,2010-04-10,0.0,75
87,87,USC00519397,2010-04-11,0.01,73
88,88,USC00519397,2010-04-12,0.01,73
89,89,USC00519397,2010-04-13,0.0,71
90,90,USC00519397,2010-04-15,0.0,71
91,91,USC00519397,2010-04-16,0.01,68
92,92,USC00519397,2010-04-17,0.0,70
93,93,USC00519397,2010-04-18,0.0,71
94,94,USC00519397,2010-04-19,0.0,74
95,95,USC00519397,2010-04-20,0.04,71
96,96,USC00519397,2010-04-21,0.01,75
97,97,USC00519397,2010-04-22,0.0,76
98,98,USC00519397,2010-04-23,0.02,75
99,99,USC00519397,2010-04-24,0.0,75
100,100,USC00519397,2010-04-25,0.0,76
101,101,USC00519397,2010-04-26,0.0,76
102,102,USC00519397,2010-04-28,0.0,76
103,103,USC00519397,2010-04-30,0.0,77
104,104,USC00519397,2010-05-01,0.0,77
105,105,USC00519397,2010-05-02,0.03,73
106,106,USC00519397,2010-05-03,0.2,74
107,107,USC00519397,2010-05-04,0.08,76
108,108,USC00519397,2010-05-05,0.01,76
109,109,USC00519397,2010-05-06,0.0,80
110,110,USC00519397,2010-05-07,0.05,74
111,111,USC00519397,2010-05-08,0.0,77
112,112,USC00519397,2010-05-09,0.0,77
113,113,USC00519397,2010-05-10,0.0,76
114,114,USC00519397,2010-05-11,0.0,77
115,115,USC00519397,2010-05-13,0.0,78
116,116,USC00519397,2010-05-14,0.0,78
117,117,USC00519397,2010-05-15,0.0,75
118,118,USC00519397,2010-05-16,0.03,73
119,119,USC00519397,2010-05-17,0.0,77
120,120,USC00519397,2010-05-18,0.0,76
121,121,USC00519397,2010-05-19,0.0,77
122,122,USC00519397,2010-05-21,0.0,77
123,123,USC00519397,2010-05-22,0.0,78
124,124,USC00519397,2010-05-23,0.05,75
125,125,USC00519397,2010-05-24,0.0,77
126,126,USC00519397,2010-05-25,0.0,77
127,127,USC00519397,2010-05-26,0.02,77
128,128,USC00519397,2010-05-27,0.0,76
129,129,USC00519397,2010-05-28,0.0,75
130,130,USC00519397,2010-05-29,0.0,77
131,131,USC00519397,2010-05-30,0.0,77
132,132,USC00519397,2010-05-31,0.0,77
133,133,USC00519397,2010-06-01,0.0,78
134,134,USC00519397,2010-06-02,0.01,76
135,135,USC00519397,2010-06-03,0.0,78
136,136,USC00519397,2010-06-04,0.0,76
137,137,USC00519397,2010-06-05,0.0,77
138,138,USC00519397,2010-06-06,0.0,78
139,139,USC00519397,2010-06-07,0.0,77
140,140,USC00519397,2010-06-08,0.0,78
141,141,USC00519397,2010-06-09,0.0,78
142,142,USC00519397,2010-06-10,0.0,79
143,143,USC00519397,2010-06-11,0.0,78
144,144,USC00519397,2010-06-12,0.0,78
145,145,USC00519397,2010-06-13,0.0,78
146,146,USC00519397,2010-06-14,0.0,77
147,147,USC00519397,2010-06-15,0.0,78
148,148,USC00519397,2010-06-16,0.0,78
149,149,USC00519397,2010-06-17,0.0,77
150,150,USC00519397,2010-06-18,0.0,77
151,151,USC00519397,2010-06-19,0.0,82
152,152,USC00519397,2010-06-20,0.0,78
153,153,USC00519397,2010-06-21,0.0,78
154,154,USC00519397,2010-06-22,0.0,78
155,155,USC00519397,2010-06-23,0.0,78
156,156,USC00519397,2010-06-24,0.0,78
157,157,USC00519397,2010-06-25,0.0,77
158,158,USC00519397,2010-06-26,0.02,76
159,159,USC00519397,2010-06-27,0.0,78
160,160,USC00519397,2010-06-28,0.0,78
161,161,USC00519397,2010-06-29,0.0,78
162,162,USC00519397,2010-06-30,0.0,78
163,163,USC00519397,2010-07-01,0.01,75
164,164,USC00519397,2010-07-02,0.05,77
165,165,USC00519397,2010-07-03,0.09,77
166,166,USC00519397,2010-07-04,0.05,78
167,167,USC00519397,2010-07-05,0.06,78
168,168,USC00519397,2010-07-06,0.08,76
169,169,USC00519397,2010-07-07,0.08,74
170,170,USC00519397,2010-07-08,0.03,76
171,171,USC00519397,2010-07-09,0.06,74
172,172,USC00519397,2010-07-10,0.09,76
173,173,USC00519397,2010-07-11,0.0,78
174,174,USC00519397,2010-07-12,0.0,77
175,175,USC00519397,2010-07-13,0.0,80
176,176,USC00519397,2010-07-16,0.0,78
177,177,USC00519397,2010-07-17,0.02,76
178,178,USC00519397,2010-07-18,0.0,77
179,179,USC00519397,2010-07-19,0.04,77
180,180,USC00519397,2010-07-21,0.0,80
181,181,USC00519397,2010-07-22,0.0,78
182,182,USC00519397,2010-07-24,0.0,80
183,183,USC00519397,2010-07-25,0.0,79
184,184,USC00519397,2010-07-26,0.0,78
185,185,USC00519397,2010-07-27,0.0,79
186,186,USC00519397,2010-07-28,0.0,78
187,187,USC00519397,2010-07-29,0.0,79
188,188,USC00519397,2010-07-30,0.0,78
189,189,USC00519397,2010-07-31,0.02,77
190,190,USC00519397,2010-08-01,0.04,77
191,191,USC00519397,2010-08-02,0.01,76
192,192,USC00519397,2010-08-03,0.02,77
193,193,USC00519397,2010-08-04,0.07,77
194,194,USC00519397,2010-08-05,0.08,75
195,195,USC00519397,2010-08-06,0.03,75
196,196,USC00519397,2010-08-07,0.0,80
197,197,USC00519397,2010-08-08,0.0,77
198,198,USC00519397,2010-08-09,0.0,78
199,199,USC00519397,2010-08-10,0.0,78
200,200,USC00519397,2010-08-11,0.0,77
201,201,USC00519397,2010-08-12,0.0,76
202,202,USC00519397,2010-08-13,0.0,78
203,203,USC00519397,2010-08-14,0.0,78
204,204,USC00519397,2010-08-15,0.01,76
205,205,USC00519397,2010-08-16,0.0,76
206,206,USC00519397,2010-08-17,0.05,74
207,207,USC00519397,2010-08-18,0.0,77
208,208,USC00519397,2010-08-19,0.0,79
209,209,USC00519397,2010-08-20,0.0,79
210,210,USC00519397,2010-08-21,0.0,79
211,211,USC00519397,2010-08-22,0.0,75
212,212,USC00519397,2010-08-23,0.01,87
213,213,USC00519397,2010-08-24,0.0,78
214,214,USC00519397,2010-08-25,0.04,76
215,215,USC00519397,2010-08-26,0.03,78
216,216,USC00519397,2010-08-27,0.0,78
217,217,USC00519397,2010-08-28,0.04,79
218,218,USC00519397,2010-08-29,0.0,78
219,219,USC00519397,2010-08-30,0.0,78
220,220,USC00519397,2010-08-31,0.0,80
221,221,USC00519397,2010-09-01,0.0,77
222,222,USC00519397,2010-09-02,0.02,76
223,223,USC00519397,2010-09-03,0.04,78
224,224,USC00519397,2010-09-04,0.01,77
225,225,USC00519397,2010-09-05,0.0,77
226,226,USC00519397,2010-09-06,0.0,77
227,227,USC00519397,2010-09-07,0.06,76
228,228,USC00519397,2010-09-08,0.0,78
229,229,USC00519397,2010-09-09,0.0,78
230,230,USC00519397,2010-09-10,0.0,78
231,231,USC00519397,2010-09-11,0.05,78
232,232,USC00519397,2010-09-12,0.0,74
233,233,USC00519397,2010-09-13,0.0,78
234,234,USC00519397,2010-09-14,0.0,79
235,235,USC00519397,2010-09-15,0.0,77
236,236,USC00519397,2010-09-16,0.0,79
237,237,USC00519397,2010-09-17,0.0,78
238,238,USC00519397,2010-09-19,0.0,78
239,239,USC00519397,2010-09-20,0.0,78
240,240,USC00519397,2010-09-21,0.0,79
241,241,USC00519397,2010-09-22,0.04,76
242,242,USC00519397,2010-09-23,0.0,78
243,243,USC00519397,2010-09-24,0.0,78
244,244,USC00519397,2010-09-25,0.0,79
245,245,USC00519397,2010-09-26,0.0,74
246,246,USC00519397,2010-09-27,0.0,75
247,247,USC00519397,2010-09-28,0.0,75
248,248,USC00519397,2010-09-29,0.0,78
249,249,USC00519397,2010-09-30,0.57,73
250,250,USC00519397,2010-10-01,0.31,78
251,251,USC00519397,2010-10-02,0.03,78
252,252,USC00519397,2010-10-03,0.0,78
253,253,USC00519397,2010-10-04,0.06,78
254,254,USC00519397,2010-10-05,0.0,80
255,255,USC00519397,2010-10-06,0.0,79
256,256,USC00519397,2010-10-07,0.0,79
257,257,USC00519397,2010-10-08,0.0,78
258,258,USC00519397,2010-10-09,0.0,78
259,259,USC00519397,2010-10-10,0.0,78
260,260,USC00519397,2010-10-11,0.0,77
261,261,USC00519397,2010-10-12,0.0,79
262,262,USC00519397,2010-10-13,0.0,78
263,263,USC00519397,2010-10-15,0.0,78
264,264,USC00519397,2010-10-16,0.0,77
265,265,USC00519397,2010-10-17,0.0,76
266,266,USC00519397,2010-10-18,0.0,76
267,267,USC00519397,2010-10-19,0.07,72
268,268,USC00519397,2010-10-20,0.0,74
269,269,USC00519397,2010-10-21,0.0,80
270,270,USC00519397,2010-10-22,0.0,77
271,271,USC00519397,2010-10-23,0.0,75
272,272,USC00519397,2010-10-24,0.0,78
273,273,USC00519397,2010-10-25,0.0,78
274,274,USC00519397,2010-10-26,0.07,76
275,275,USC00519397,2010-10-27,0.05,79
276,276,USC00519397,2010-10-28,0.06,78
277,277,USC00519397,2010-10-29,0.03,78
278,278,USC00519397,2010-10-30,0.02,77
279,279,USC00519397,2010-10-31,0.0,76
280,280,USC00519397,2010-11-01,0.01,75
281,281,USC00519397,2010-11-02,0.01,73
282,282,USC00519397,2010-11-04,0.0,73
283,283,USC00519397,2010-11-05,0.0,77
284,284,USC00519397,2010-11-06,0.0,76
285,285,USC00519397,2010-11-07,0.0,77
286,286,USC00519397,2010-11-08,0.0,76
287,287,USC00519397,2010-11-09,0.0,73
288,288,USC00519397,2010-11-10,0.23,73
289,289,USC00519397,2010-11-11,0.0,77
290,290,USC00519397,2010-11-12,0.0,77
291,291,USC00519397,2010-11-13,0.0,76
292,292,USC00519397,2010-11-16,0.0,73
293,293,USC00519397,2010-11-17,0.0,73
294,294,USC00519397,2010-11-19,0.0,72
295,295,USC00519397,2010-11-20,0.03,69
296,296,USC00519397,2010-11-21,0.0,69
297,297,USC00519397,2010-11-22,0.0,68
298,298,USC00519397,2010-11-23,0.0,69
299,299,USC00519397,2010-11-24,0.0,76
300,300,USC00519397,2010-11-25,0.0,76
301,301,USC00519397,2010-11-27,0.0,75
302,302,USC00519397,2010-11-28,0.0,74
303,303,USC00519397,2010-11-29,0.0,69
304,304,USC00519397,2010-11-30,0.0,74
305,305,USC00519397,2010-12-01,0.04,76
306,306,USC00519397,2010-12-03,0.0,74
307,307,USC00519397,2010-12-04,0.0,74
308,308,USC00519397,2010-12-06,0.0,64
309,309,USC00519397,2010-12-07,0.0,64
310,310,USC00519397,2010-12-08,0.0,67
311,311,USC00519397,2010-12-09,0.0,77
312,312,USC00519397,2010-12-10,1.58,66
313,313,USC00519397,2010-12-11,0.77,69
314,314,USC00519397,2010-12-12,0.0,68
315,315,USC00519397,2010-12-13,0.0,68
316,316,USC00519397,2010-12-14,0.0,71
317,317,USC00519397,2010-12-15,0.0,74
318,318,USC00519397,2010-12-16,0.0,67
319,319,USC00519397,2010-12-17,0.0,66
320,320,USC00519397,2010-12-18,0.0,69
321,321,USC00519397,2010-12-19,1.4,71
322,322,USC00519397,2010-12-23,0.0,70
323,323,USC00519397,2010-12-24,0.0,70
324,324,USC00519397,2010-12-26,0.0,74
325,325,USC00519397,2010-12-27,0.13,74
326,326,USC00519397,2010-12-28,0.55,71
327,327,USC00519397,2010-12-29,0.06,75
328,328,USC00519397,2010-12-30,0.01,75
329,329,USC00519397,2010-12-31,0.0,72
330,330,USC00519397,2011-01-01,0.0,69
331,331,USC00519397,2011-01-02,0.0,72
332,332,USC00519397,2011-01-03,0.0,74
333,333,USC00519397,2011-01-04,0.0,73
334,334,USC00519397,2011-01-05,0.0,64
335,335,USC00519397,2011-01-06,0.01,65
336,336,USC00519397,2011-01-07,0.0,68
337,337,USC00519397,2011-01-08,0.0,62
338,338,USC00519397,2011-01-09,0.0,58
339,339,USC00519397,2011-01-10,0.0,73
340,340,USC00519397,2011-01-11,0.09,60
341,341,USC00519397,2011-01-13,0.0,68
342,342,USC00519397,2011-01-14,0.03,76
343,343,USC00519397,2011-01-15,0.0,68
344,344,USC00519397,2011-01-16,0.0,66
345,345,USC00519397,2011-01-17,0.0,64
346,346,USC00519397,2011-01-18,0.0,64
347,347,USC00519397,2011-01-19,0.03,64
348,348,USC00519397,2011-01-20,0.0,76
349,349,USC00519397,2011-01-21,0.0,75
350,350,USC00519397,2011-01-22,0.0,68
351,351,USC00519397,2011-01-23,0.0,68
352,352,USC00519397,2011-01-24,0.0,72
353,353,USC00519397,2011-01-25,0.0,63
354,354,USC00519397,2011-01-27,0.0,68
355,355,USC00519397,2011-01-28,0.0,75
356,356,USC00519397,2011-01-29,0.0,65
357,357,USC00519397,2011-01-30,0.0,64
358,358,USC00519397,2011-01-31,0.22,68
359,359,USC00519397,2011-02-01,0.0,68
360,360,USC00519397,2011-02-02,0.0,66
361,361,USC00519397,2011-02-03,0.0,67
362,362,USC00519397,2011-02-04,0.0,64
363,363,USC00519397,2011-02-05,0.0,65
364,364,USC00519397,2011-02-06,0.0,75
365,365,USC00519397,2011-02-07,1.29,68
366,366,USC00519397,2011-02-08,1.3,71
367,367,USC00519397,2011-02-09,0.0,71
368,368,USC00519397,2011-02-10,0.29,71
369,369,USC00519397,2011-02-12,0.0,68
370,370,USC00519397,2011-02-13,0.0,68
371,371,USC00519397,2011-02-14,0.04,72
372,372,USC00519397,2011-02-15,0.05,70
373,373,USC00519397,2011-02-16,0.0,74
374,374,USC00519397,2011-02-19,0.0,67
375,375,USC00519397,2011-02-20,1.72,71
376,376,USC00519397,2011-02-21,0.0,71
377,377,USC00519397,2011-02-22,0.82,71
378,378,USC00519397,2011-02-23,0.0,74
379,379,USC00519397,2011-02-24,0.2,68
380,380,USC00519397,2011-02-25,0.0,71
381,381,USC00519397,2011-02-26,0.0,69
382,382,USC00519397,2011-02-27,0.0,69
383,383,USC00519397,2011-02-28,0.0,68
384,384,USC00519397,2011-03-01,0.1,68
385,385,USC00519397,2011-03-02,0.0,72
386,386,USC00519397,2011-03-03,0.0,74
387,387,USC00519397,2011-03-04,0.88,72
388,388,USC00519397,2011-03-05,0.4,69
389,389,USC00519397,2011-03-06,0.03,70
390,390,USC00519397,2011-03-08,0.0,72
391,391,USC00519397,2011-03-09,0.2,71
392,392,USC00519397,2011-03-10,0.15,71
393,393,USC00519397,2011-03-12,0.0,72
394,394,USC00519397,2011-03-13,0.0,70
395,395,USC00519397,2011-03-14,0.0,71
396,396,USC00519397,2011-03-16,0.0,76
397,397,USC00519397,2011-03-17,0.01,73
398,398,USC00519397,2011-03-18,0.05,74
399,399,USC00519397,2011-03-19,0.01,74
400,400,USC00519397,2011-03-20,0.02,74
401,401,USC00519397,2011-03-21,0.0,74
402,402,USC00519397,2011-03-22,0.02,74
403,403,USC00519397,2011-03-23,0.0,74
404,404,USC00519397,2011-03-24,0.06,73
405,405,USC00519397,2011-03-25,0.0,74
406,406,USC00519397,2011-03-26,0.0,74
407,407,USC00519397,2011-03-27,0.0,73
408,408,USC00519397,2011-03-28,0.04,74
409,409,USC00519397,2011-03-30,0.0,75
410,410,USC00519397,2011-03-31,0.0,74
411,411,USC00519397,2011-04-01,0.05,74
412,412,USC00519397,2011-04-02,0.04,75
413,413,USC00519397,2011-04-03,0.0,74
414,414,USC00519397,2011-04-04,0.0,75
415,415,USC00519397,2011-04-05,0.0,74
416,416,USC00519397,2011-04-06,0.09,70
417,417,USC00519397,2011-04-07,1.11,70
418,418,USC00519397,2011-04-08,0.36,70
419,419,USC00519397,2011-04-09,0.02,76
420,420,USC00519397,2011-04-10,0.0,76
421,421,USC00519397,2011-04-11,0.0,76
422,422,USC00519397,2011-04-12,0.0,76
423,423,USC00519397,2011-04-13,0.0,70
424,424,USC00519397,2011-04-15,0.0,77
425,425,USC00519397,2011-04-16,0.12,74
426,426,USC00519397,2011-04-17,0.0,73
427,427,USC00519397,2011-04-18,0.0,76
428,428,USC00519397,2011-04-19,0.0,76
429,429,USC00519397,2011-04-20,0.0,74
430,430,USC00519397,2011-04-21,0.0,77
431,431,USC00519397,2011-04-22,0.0,77
432,432,USC00519397,2011-04-23,0.0,78
433,433,USC00519397,2011-04-24,0.0,77
434,434,USC00519397,2011-04-25,0.0,77
435,435,USC00519397,2011-04-26,0.0,76
436,436,USC00519397,2011-04-27,0.0,77
437,437,USC00519397,2011-04-29,0.0,78
438,438,USC00519397,2011-04-30,0.04,76
439,439,USC00519397,2011-05-01,0.0,77
440,440,USC00519397,2011-05-02,0.0,77
441,441,USC00519397,2011-05-03,2.1,70
442,442,USC00519397,2011-05-04,0.02,76
443,443,USC00519397,2011-05-05,0.12,74
444,444,USC00519397,2011-05-06,0.12,72
445,445,USC00519397,2011-05-07,0.55,74
446,446,USC00519397,2011-05-08,0.55,73
447,447,USC00519397,2011-05-09,0.02,75
448,448,USC00519397,2011-05-10,0.11,75
449,449,USC00519397,2011-05-11,0.1,75
450,450,USC00519397,2011-05-12,0.0,76
451,451,USC00519397,2011-05-13,0.0,77
452,452,USC00519397,2011-05-14,0.0,78
453,453,USC00519397,2011-05-15,0.0,77
454,454,USC00519397,2011-05-16,0.0,78
455,455,USC00519397,2011-05-17,0.0,77
456,456,USC00519397,2011-05-18,0.0,76
457,457,USC00519397,2011-05-19,0.01,77
458,458,USC00519397,2011-05-20,0.0,79
459,459,USC00519397,2011-05-21,0.0,77
460,460,USC00519397,2011-05-22,0.06,74
461,461,USC00519397,2011-05-23,0.02,78
462,462,USC00519397,2011-05-24,0.0,77
463,463,USC00519397,2011-05-25,0.0,79
464,464,USC00519397,2011-05-26,0.0,78
465,465,USC00519397,2011-05-27,0.0,78
466,466,USC00519397,2011-05-28,0.0,77
467,467,USC00519397,2011-05-29,0.0,78
468,468,USC00519397,2011-05-30,0.0,78
469,469,USC00519397,2011-05-31,0.05,73
470,470,USC00519397,2011-06-01,0.07,77
471,471,USC00519397,2011-06-02,0.0,78
472,472,USC00519397,2011-06-03,0.56,73
473,473,USC00519397,2011-06-04,0.89,70
474,474,USC00519397,2011-06-05,0.0,76
475,475,USC00519397,2011-06-06,0.0,77
476,476,USC00519397,2011-06-07,0.0,77
477,477,USC00519397,2011-06-08,0.03,77
478,478,USC00519397,2011-06-09,0.01,77
479,479,USC00519397,2011-06-10,0.0,78
480,480,USC00519397,2011-06-11,0.0,77
481,481,USC00519397,2011-06-12,0.0,77
482,482,USC00519397,2011-06-13,0.0,78
483,483,USC00519397,2011-06-14,0.0,78
484,484,USC00519397,2011-06-15,0.0,77
485,485,USC00519397,2011-06-17,0.0,78
486,486,USC00519397,2011-06-18,0.0,78
487,487,USC00519397,2011-06-19,0.05,75
488,488,USC00519397,2011-06-20,0.06,76
489,489,USC00519397,2011-06-21,0.07,76
490,490,USC00519397,2011-06-24,0.0,77
491,491,USC00519397,2011-06-25,0.0,78
492,492,USC00519397,2011-06-26,0.0,76
493,493,USC00519397,2011-06-27,0.01,77
494,494,USC00519397,2011-06-28,0.01,75
495,495,USC00519397,2011-06-29,0.0,77
496,496,USC00519397,2011-07-01,0.05,77
497,497,USC00519397,2011-07-02,0.02,78
498,498,USC00519397,2011-07-03,0.0,78
499,499,USC00519397,2011-07-04,0.0,78
500,500,USC00519397,2011-07-05,0.01,78
501,501,USC00519397,2011-07-06,0.01,76
502,502,USC00519397,2011-07-07,0.01,76
503,503,USC00519397,2011-07-08,0.0,77
504,504,USC00519397,2011-07-09,0.03,77
505,505,USC00519397,2011-07-10,0.02,77
506,506,USC00519397,2011-07-11,0.0,78
507,507,USC00519397,2011-07-12,0.0,77
508,508,USC00519397,2011-07-13,0.15,73
509,509,USC00519397,2011-07-14,0.0,77
510,510,USC00519397,2011-07-15,0.0,79
511,511,USC00519397,2011-07-16,0.0,78
512,512,USC00519397,2011-07-17,0.04,77
513,513,USC00519397,2011-07-18,0.0,78
514,514,USC00519397,2011-07-19,0.0,78
515,515,USC00519397,2011-07-20,0.0,76
516,516,USC00519397,2011-07-21,0.03,77
517,517,USC00519397,2011-07-23,0.0,78
518,518,USC00519397,2011-07-24,0.0,77
519,519,USC00519397,2011-07-25,0.0,78
520,520,USC00519397,2011-07-26,0.0,78
521,521,USC00519397,2011-07-27,0.04,77
522,522,USC00519397,2011-07-28,0.09,77
523,523,USC00519397,2011-07-29,0.04,78
524,524,USC00519397,2011-07-30,0.12,80
525,525,USC00519397,2011-07-31,0.0,77
526,526,USC00519397,2011-08-01,0.0,78
527,527,USC00519397,2011-08-02,0.0,77
528,528,USC00519397,2011-08-03,0.0,78
529,529,USC00519397,2011-08-04,0.02,76
530,530,USC00519397,2011-08-05,0.03,78
531,531,USC00519397,2011-08-06,0.01,77
532,532,USC00519397,2011-08-07,0.0,78
533,533,USC00519397,2011-08-08,0.0,78
534,534,USC00519397,2011-08-09,0.0,79
535,535,USC00519397,2011-08-11,0.0,78
536,536,USC00519397,2011-08-12,0.0,78
537,537,USC00519397,2011-08-13,0.0,76
538,538,USC00519397,2011-08-14,0.0,78
539,539,USC00519397,2011-08-15,0.0,77
540,540,USC00519397,2011-08-16,0.0,79
541,541,USC00519397,2011-08-17,0.02,77
542,542,USC00519397,2011-08-18,0.0,77
543,543,USC00519397,2011-08-19,0.0,78
544,544,USC00519397,2011-08-20,0.07,77
545,545,USC00519397,2011-08-21,0.0,77
546,546,USC00519397,2011-08-22,0.0,78
547,547,USC00519397,2011-08-23,0.0,78
548,548,USC00519397,2011-08-24,0.0,79
549,549,USC00519397,2011-08-25,0.0,78
550,550,USC00519397,2011-08-26,0.0,78
551,551,USC00519397,2011-08-27,0.0,79
552,552,USC00519397,2011-08-28,0.05,76
553,553,USC00519397,2011-08-29,0.1,76
554,554,USC00519397,2011-08-30,0.02,78
555,555,USC00519397,2011-08-31,0.0,79
556,556,USC00519397,2011-09-02,0.0,79
557,557,USC00519397,2011-09-03,0.0,78
558,558,USC00519397,2011-09-04,0.03,77
559,559,USC00519397,2011-09-05,0.0,77
560,560,USC00519397,2011-09-06,0.0,73
561,561,USC00519397,2011-09-07,0.0,73
562,562,USC00519397,2011-09-08,0.0,77
563,563,USC00519397,2011-09-09,0.0,79
564,564,USC00519397,2011-09-10,0.0,77
565,565,USC00519397,2011-09-11,0.0,77
566,566,USC00519397,2011-09-12,0.0,85
567,567,USC00519397,2011-09-13,0.01,77
568,568,USC00519397,2011-09-14,0.0,76
569,569,USC00519397,2011-09-15,0.0,79
570,570,USC00519397,2011-09-16,0.0,79
571,571,USC00519397,2011-09-17,0.02,77
572,572,USC00519397,2011-09-18,0.04,77
573,573,USC00519397,2011-09-19,0.0,82
574,574,USC00519397,2011-09-20,0.0,80
575,575,USC00519397,2011-09-21,0.0,79
576,576,USC00519397,2011-09-22,0.03,78
577,577,USC00519397,2011-09-23,0.0,76
578,578,USC00519397,2011-09-24,0.0,77
579,579,USC00519397,2011-09-25,0.0,74
580,580,USC00519397,2011-09-26,0.0,77
581,581,USC00519397,2011-09-27,0.0,78
582,582,USC00519397,2011-09-28,0.0,77
583,583,USC00519397,2011-10-01,0.0,78
584,584,USC00519397,2011-10-02,0.0,78
585,585,USC00519397,2011-10-03,0.0,80
586,586,USC00519397,2011-10-05,0.0,79
587,587,USC00519397,2011-10-06,0.0,75
588,588,USC00519397,2011-10-07,0.03,78
589,589,USC00519397,2011-10-08,0.0,79
590,590,USC00519397,2011-10-09,0.0,78
591,591,USC00519397,2011-10-10,0.02,77
592,592,USC00519397,2011-10-11,0.03,78
593,593,USC00519397,2011-10-12,0.0,77
594,594,USC00519397,2011-10-13,0.0,77
595,595,USC00519397,2011-10-14,0.03,78
596,596,USC00519397,2011-10-15,0.02,77
597,597,USC00519397,2011-10-16,0.0,76
598,598,USC00519397,2011-10-17,0.02,77
599,599,USC00519397,2011-10-18,0.01,76
600,600,USC00519397,2011-10-19,0.0,74
601,601,USC00519397,2011-10-20,0.0,78
602,602,USC00519397,2011-10-21,0.0,76
603,603,USC00519397,2011-10-22,0.0,77
604,604,USC00519397,2011-10-23,0.0,75
605,605,USC00519397,2011-10-24,0.14,74
606,606,USC00519397,2011-10-25,1.6,77
